,team,date,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
219,Minnesota Wild,2007/04/17vs ANA,2,1,1,0,4,1,14.3,75.0,14.3,75.0,40.0,29.0,49.1
220,New Jersey Devils,2007/04/18@ TBL,2,0,1,0,4,3,14.3,100.0,14.3,100.0,37.0,33.0,47.1
221,New York Islanders,2007/04/18vs BUF,0,0,0,0,2,4,25.0,66.7,25.0,66.7,26.0,31.0,54.7
222,New York Rangers,2007/04/18vs ATL,2,1,1,0,4,2,16.7,100.0,16.7,100.0,31.0,26.0,54.4
223,Buffalo Sabres,2007/04/18@ NYI,2,1,1,0,4,2,33.3,75.0,33.3,75.0,31.0,26.0,45.3
224,Atlanta Thrashers,2007/04/18@ NYR,0,0,0,0,2,4,0.0,83.3,0.0,83.3,26.0,31.0,45.6
225,Tampa Bay Lightning,2007/04/18vs NJD,0,0,0,0,3,4,0.0,85.7,0.0,85.7,33.0,37.0,52.9
226,Nashville Predators,2007/04/18@ SJS,0,0,0,0,2,3,33.3,100.0,33.3,100.0,25.0,23.0,41.8
227,San Jose Sharks,2007/04/18vs NSH,2,1,1,0,3,2,0.0,66.7,0.0,66.7,23.0,25.0,58.2
228,Pittsburgh Penguins,2007/04/19@ OTT,0,0,0,0,0,3,0.0,66.7,0.0,66.7,20.0,26.0,41.5
229,Ottawa Senators,2007/04/19vs PIT,2,1,1,0,3,0,33.3,100.0,33.3,100.0,26.0,20.0,58.5
230,Detroit Red Wings,2007/04/19@ CGY,0,0,0,0,2,3,0.0,66.7,0.0,66.7,35.0,21.0,54.8
231,Calgary Flames,2007/04/19vs DET,2,1,1,0,3,2,33.3,100.0,33.3,100.0,21.0,35.0,45.2
232,Vancouver Canucks,2007/04/19vs DAL,0,0,0,0,0,1,0.0,75.0,0.0,75.0,21.0,30.0,44.2
233,Anaheim Ducks,2007/04/19vs MIN,2,1,1,0,4,1,25.0,100.0,0.0,100.0,39.0,27.0,50.9
234,Dallas Stars,2007/04/19@ VAN,2,0,1,0,1,0,25.0,100.0,25.0,100.0,30.0,21.0,55.8
235,Minnesota Wild,2007/04/19@ ANA,0,0,0,0,1,4,0.0,75.0,0.0,100.0,27.0,39.0,49.2
236,New Jersey Devils,2007/04/20vs TBL,2,1,1,0,3,0,0.0,100.0,0.0,100.0,14.0,31.0,47.9
237,New York Islanders,2007/04/20@ BUF,0,0,0,0,3,4,0.0,100.0,0.0,100.0,33.0,27.0,45.5
238,Buffalo Sabres,2007/04/20vs NYI,2,1,1,0,4,3,0.0,100.0,0.0,100.0,27.0,33.0,54.6
239,Tampa Bay Lightning,2007/04/20@ NJD,0,0,0,0,0,3,0.0,100.0,0.0,100.0,31.0,14.0,52.1
240,Nashville Predators,2007/04/20vs SJS,0,0,0,0,2,3,25.0,85.7,25.0,85.7,24.0,37.0,61.4
241,San Jose Sharks,2007/04/20@ NSH,2,1,1,0,3,2,14.3,75.0,14.3,75.0,37.0,24.0,38.6
242,Detroit Red Wings,2007/04/21vs CGY,2,1,1,0,5,1,37.5,100.0,25.0,125.0,38.0,24.0,70.8
243,Calgary Flames,2007/04/21@ DET,0,0,0,0,1,5,0.0,62.5,-25.0,75.0,24.0,38.0,29.2
244,Vancouver Canucks,2007/04/21@ DAL,0,0,0,0,0,2,0.0,83.3,0.0,83.3,21.0,30.0,39.1
245,Dallas Stars,2007/04/21vs VAN,2,1,1,0,2,0,16.7,100.0,16.7,100.0,30.0,21.0,60.9
246,New Jersey Devils,2007/04/22@ TBL,2,1,1,0,3,2,50.0,66.7,50.0,66.7,26.0,34.0,55.1
247,Tampa Bay Lightning,2007/04/22vs NJD,0,0,0,0,2,3,33.3,50.0,33.3,50.0,34.0,26.0,44.9
248,Detroit Red Wings,2007/04/22@ CGY,2,0,1,0,2,1,0.0,100.0,0.0,100.0,55.0,21.0,57.1
249,Calgary Flames,2007/04/22vs DET,0,0,0,0,1,2,0.0,100.0,0.0,100.0,21.0,55.0,42.9
250,Vancouver Canucks,2007/04/23vs DAL,2,1,1,0,4,1,20.0,100.0,20.0,100.0,32.0,20.0,51.6
251,Dallas Stars,2007/04/23@ VAN,0,0,0,0,1,4,0.0,80.0,0.0,80.0,20.0,32.0,48.4
252,New York Rangers,2007/04/25@ BUF,0,0,0,0,2,5,20.0,87.5,20.0,87.5,34.0,37.0,52.9
253,Buffalo Sabres,2007/04/25vs NYR,2,1,1,0,5,2,12.5,80.0,12.5,80.0,37.0,34.0,47.1
254,Vancouver Canucks,2007/04/25@ ANA,0,0,0,0,1,5,0.0,77.8,0.0,77.8,27.0,37.0,43.9
255,Anaheim Ducks,2007/04/25vs VAN,2,1,1,0,5,1,22.2,100.0,22.2,100.0,37.0,27.0,56.1
256,New Jersey Devils,2007/04/26vs OTT,0,0,0,0,4,5,0.0,50.0,-33.3,50.0,30.0,26.0,50.0
257,Ottawa Senators,2007/04/26@ NJD,2,1,1,0,5,4,50.0,100.0,50.0,133.3,26.0,30.0,50.0
258,Detroit Red Wings,2007/04/26vs SJS,0,0,0,0,0,2,0.0,0.0,0.0,0.0,34.0,19.0,51.1
259,San Jose Sharks,2007/04/26@ DET,2,1,1,0,2,0,100.0,100.0,100.0,100.0,19.0,34.0,48.9
260,New York Rangers,2007/04/27@ BUF,0,0,0,0,2,3,40.0,75.0,40.0,75.0,33.0,18.0,36.5
261,Buffalo Sabres,2007/04/27vs NYR,2,1,1,0,3,2,25.0,60.0,25.0,60.0,18.0,33.0,63.5
262,Vancouver Canucks,2007/04/27@ ANA,2,0,1,0,2,1,0.0,100.0,0.0,100.0,49.0,44.0,53.3
263,Anaheim Ducks,2007/04/27vs VAN,0,0,0,0,1,2,0.0,100.0,0.0,100.0,44.0,49.0,46.7
264,New Jersey Devils,2007/04/28vs OTT,2,0,1,0,3,2,28.6,83.3,28.6,83.3,33.0,45.0,46.5
265,Ottawa Senators,2007/04/28@ NJD,0,0,0,0,2,3,16.7,71.4,16.7,71.4,45.0,33.0,53.5
266,Detroit Red Wings,2007/04/28vs SJS,2,1,1,0,3,2,0.0,100.0,0.0,116.7,22.0,19.0,57.6
267,San Jose Sharks,2007/04/28@ DET,0,0,0,0,2,3,0.0,100.0,-16.7,100.0,19.0,22.0,42.4
268,New York Rangers,2007/04/29vs BUF,2,0,1,0,2,1,0.0,88.9,0.0,88.9,46.0,39.0,47.8
269,Buffalo Sabres,2007/04/29@ NYR,0,0,0,0,1,2,11.1,100.0,11.1,100.0,39.0,46.0,52.2
270,Vancouver Canucks,2007/04/29vs ANA,0,0,0,0,2,3,12.5,60.0,12.5,60.0,26.0,24.0,37.9
271,Anaheim Ducks,2007/04/29@ VAN,2,1,1,0,3,2,40.0,87.5,40.0,87.5,24.0,26.0,62.1
272,New Jersey Devils,2007/04/30@ OTT,0,0,0,0,0,2,0.0,100.0,0.0,100.0,25.0,34.0,44.4
273,Ottawa Senators,2007/04/30vs NJD,2,1,1,0,2,0,0.0,100.0,0.0,100.0,34.0,25.0,55.6
274,Detroit Red Wings,2007/04/30@ SJS,0,0,0,0,1,2,25.0,80.0,25.0,80.0,30.0,27.0,48.1
275,San Jose Sharks,2007/04/30vs DET,2,1,1,0,2,1,20.0,75.0,20.0,75.0,27.0,30.0,51.9
276,New York Rangers,2007/05/01vs BUF,2,1,1,0,2,1,50.0,100.0,50.0,100.0,28.0,30.0,55.4
277,Buffalo Sabres,2007/05/01@ NYR,0,0,0,0,1,2,0.0,50.0,0.0,50.0,30.0,28.0,44.6
278,Vancouver Canucks,2007/05/01vs ANA,0,0,0,0,2,3,0.0,100.0,0.0,100.0,26.0,30.0,57.1
279,Anaheim Ducks,2007/05/01@ VAN,2,0,1,0,3,2,0.0,100.0,0.0,100.0,30.0,26.0,42.9
280,New Jersey Devils,2007/05/02@ OTT,0,0,0,0,2,3,20.0,100.0,20.0,100.0,31.0,36.0,44.4
281,Ottawa Senators,2007/05/02vs NJD,2,1,1,0,3,2,0.0,80.0,0.0,80.0,36.0,31.0,55.6
282,Detroit Red Wings,2007/05/02@ SJS,2,0,1,0,3,2,40.0,100.0,40.0,100.0,49.0,27.0,56.9
283,San Jose Sharks,2007/05/02vs DET,0,0,0,0,2,3,0.0,60.0,0.0,60.0,27.0,49.0,43.1
284,Vancouver Canucks,2007/05/03@ ANA,0,0,0,0,1,2,0.0,100.0,0.0,100.0,27.0,63.0,45.1
285,Anaheim Ducks,2007/05/03vs VAN,2,0,1,0,2,1,0.0,100.0,0.0,100.0,63.0,27.0,54.9
286,New York Rangers,2007/05/04@ BUF,0,0,0,0,1,2,0.0,83.3,0.0,83.3,23.0,40.0,38.2
287,Buffalo Sabres,2007/05/04vs NYR,2,0,1,0,2,1,16.7,100.0,16.7,100.0,40.0,23.0,61.8
288,New Jersey Devils,2007/05/05vs OTT,0,0,0,0,2,3,0.0,50.0,0.0,50.0,29.0,24.0,55.6
289,Ottawa Senators,2007/05/05@ NJD,2,1,1,0,3,2,50.0,100.0,50.0,100.0,24.0,29.0,44.4
290,Detroit Red Wings,2007/05/05vs SJS,2,1,1,0,4,1,33.3,100.0,33.3,100.0,33.0,24.0,51.0
291,San Jose Sharks,2007/05/05@ DET,0,0,0,0,1,4,0.0,66.7,0.0,66.7,24.0,33.0,49.0
292,New York Rangers,2007/05/06vs BUF,0,0,0,0,4,5,75.0,75.0,75.0,75.0,36.0,29.0,53.9
293,Buffalo Sabres,2007/05/06@ NYR,2,1,1,0,5,4,25.0,25.0,25.0,25.0,29.0,36.0,46.2
294,Detroit Red Wings,2007/05/07@ SJS,2,1,1,0,2,0,0.0,100.0,0.0,100.0,22.0,28.0,53.7
295,San Jose Sharks,2007/05/07vs DET,0,0,0,0,0,2,0.0,100.0,0.0,100.0,28.0,22.0,46.3
296,Buffalo Sabres,2007/05/10vs OTT,0,0,0,0,2,5,0.0,66.7,-20.0,66.7,20.0,34.0,50.0
297,Ottawa Senators,2007/05/10@ BUF,2,1,1,0,5,2,33.3,100.0,33.3,120.0,34.0,20.0,50.0
298,Detroit Red Wings,2007/05/11vs ANA,2,1,1,0,2,1,50.0,100.0,50.0,100.0,19.0,32.0,50.9
299,Anaheim Ducks,2007/05/11@ DET,0,0,0,0,1,2,0.0,50.0,0.0,50.0,32.0,19.0,49.1
300,Buffalo Sabres,2007/05/12vs OTT,0,0,0,0,3,4,0.0,50.0,0.0,50.0,37.0,32.0,50.7
301,Ottawa Senators,2007/05/12@ BUF,2,0,1,0,4,3,50.0,100.0,50.0,100.0,32.0,37.0,49.3
302,Detroit Red Wings,2007/05/13vs ANA,0,0,0,0,3,4,28.6,100.0,28.6,120.0,27.0,33.0,53.5
303,Anaheim Ducks,2007/05/13@ DET,2,0,1,0,4,3,0.0,71.4,-20.0,71.4,33.0,27.0,46.5
304,Buffalo Sabres,2007/05/14@ OTT,0,0,0,0,0,1,0.0,100.0,0.0,100.0,15.0,32.0,45.3
305,Ottawa Senators,2007/05/14vs BUF,2,1,1,0,1,0,0.0,100.0,0.0,100.0,32.0,15.0,54.7
306,Detroit Red Wings,2007/05/15@ ANA,2,1,1,0,5,0,11.1,100.0,11.1,100.0,28.0,29.0,48.5
307,Anaheim Ducks,2007/05/15vs DET,0,0,0,0,0,5,0.0,88.9,0.0,88.9,29.0,28.0,51.5
308,Buffalo Sabres,2007/05/16@ OTT,2,1,1,0,3,2,25.0,100.0,25.0,100.0,22.0,33.0,38.6
309,Ottawa Senators,2007/05/16vs BUF,0,0,0,0,2,3,0.0,75.0,0.0,75.0,33.0,22.0,61.4
310,Detroit Red Wings,2007/05/17@ ANA,0,0,0,0,3,5,33.3,60.0,33.3,60.0,39.0,23.0,45.8
311,Anaheim Ducks,2007/05/17vs DET,2,1,1,0,5,3,40.0,66.7,40.0,66.7,23.0,39.0,54.2
312,Buffalo Sabres,2007/05/19vs OTT,0,0,0,0,2,3,14.3,100.0,14.3,100.0,29.0,25.0,52.7
313,Ottawa Senators,2007/05/19@ BUF,2,0,1,0,3,2,0.0,85.7,0.0,85.7,25.0,29.0,47.3
314,Detroit Red Wings,2007/05/20vs ANA,0,0,0,0,1,2,0.0,80.0,0.0,80.0,37.0,26.0,50.8
315,Anaheim Ducks,2007/05/20@ DET,2,0,1,0,2,1,20.0,100.0,20.0,100.0,26.0,37.0,49.2
316,Detroit Red Wings,2007/05/22@ ANA,0,0,0,0,3,4,28.6,75.0,14.3,75.0,29.0,29.0,58.6
317,Anaheim Ducks,2007/05/22vs DET,2,1,1,0,4,3,25.0,71.4,25.0,85.7,29.0,29.0,41.4
318,Ottawa Senators,2007/05/28@ ANA,0,0,0,0,2,3,28.6,100.0,28.6,100.0,20.0,32.0,51.7
319,Anaheim Ducks,2007/05/28vs OTT,2,1,1,0,3,2,0.0,71.4,0.0,71.4,32.0,20.0,48.3
320,Ottawa Senators,2007/05/30@ ANA,0,0,0,0,0,1,0.0,100.0,0.0,100.0,16.0,31.0,41.2
321,Anaheim Ducks,2007/05/30vs OTT,2,1,1,0,1,0,0.0,100.0,0.0,100.0,31.0,16.0,58.8
322,Ottawa Senators,2007/06/02vs ANA,2,1,1,0,5,3,14.3,66.7,14.3,66.7,29.0,22.0,39.7
323,Anaheim Ducks,2007/06/02@ OTT,0,0,0,0,3,5,33.3,85.7,33.3,85.7,22.0,29.0,60.3
324,Ottawa Senators,2007/06/04vs ANA,0,0,0,0,2,3,25.0,100.0,25.0,100.0,23.0,21.0,50.8
325,Anaheim Ducks,2007/06/04@ OTT,2,1,1,0,3,2,0.0,75.0,0.0,75.0,21.0,23.0,49.2
326,Ottawa Senators,2007/06/06@ ANA,0,0,0,0,2,6,0.0,66.7,0.0,83.3,13.0,18.0,49.1
327,Anaheim Ducks,2007/06/06vs OTT,2,1,1,0,6,2,33.3,100.0,16.7,100.0,18.0,13.0,50.9
328,New Jersey Devils,2008/04/09vs NYR,0,0,0,0,1,4,25.0,100.0,0.0,100.0,27.0,28.0,44.6
329,New York Rangers,2008/04/09@ NJD,2,1,1,0,4,1,0.0,75.0,0.0,100.0,28.0,27.0,55.4
330,Pittsburgh Penguins,2008/04/09vs OTT,2,1,1,0,4,0,20.0,100.0,20.0,100.0,35.0,26.0,43.1
331,Ottawa Senators,2008/04/09@ PIT,0,0,0,0,0,4,0.0,80.0,0.0,80.0,26.0,35.0,56.9
332,Calgary Flames,2008/04/09@ SJS,2,1,1,0,3,2,33.3,100.0,33.3,100.0,23.0,39.0,51.8
333,Colorado Avalanche,2008/04/09@ MIN,2,0,1,0,3,2,100.0,80.0,100.0,80.0,22.0,30.0,43.4
334,San Jose Sharks,2008/04/09vs CGY,0,0,0,0,2,3,0.0,66.7,0.0,66.7,39.0,23.0,48.2
335,Minnesota Wild,2008/04/09vs COL,0,0,0,0,2,3,20.0,0.0,20.0,0.0,30.0,22.0,56.6
336,Boston Bruins,2008/04/10@ MTL,0,0,0,0,1,4,0.0,100.0,0.0,100.0,18.0,32.0,50.0
337,Montréal Canadiens,2008/04/10vs BOS,2,1,1,0,4,1,0.0,100.0,0.0,100.0,32.0,18.0,50.0
338,Detroit Red Wings,2008/04/10vs NSH,2,1,1,0,3,1,0.0,100.0,0.0,100.0,40.0,20.0,54.6
339,Nashville Predators,2008/04/10@ DET,0,0,0,0,1,3,0.0,100.0,0.0,100.0,20.0,40.0,45.5
340,Calgary Flames,2008/04/10@ SJS,0,0,0,0,0,2,0.0,90.0,0.0,90.0,21.0,43.0,36.5
341,Anaheim Ducks,2008/04/10vs DAL,0,0,0,0,0,4,0.0,42.9,0.0,42.9,23.0,37.0,47.3
342,Dallas Stars,2008/04/10@ ANA,2,1,1,0,4,0,57.1,100.0,57.1,100.0,37.0,23.0,52.7
343,San Jose Sharks,2008/04/10vs CGY,2,1,1,0,2,0,10.0,100.0,10.0,100.0,43.0,21.0,63.5
344,New Jersey Devils,2008/04/11vs NYR,0,0,0,0,1,2,0.0,100.0,0.0,100.0,27.0,30.0,58.5
345,New York Rangers,2008/04/11@ NJD,2,1,1,0,2,1,0.0,100.0,0.0,100.0,30.0,27.0,41.5
346,Philadelphia Flyers,2008/04/11@ WSH,0,0,0,0,4,5,33.3,66.7,33.3,66.7,22.0,27.0,41.9
347,Pittsburgh Penguins,2008/04/11vs OTT,2,1,1,0,5,3,50.0,50.0,50.0,50.0,54.0,30.0,51.6
348,Ottawa Senators,2008/04/11@ PIT,0,0,0,0,3,5,50.0,50.0,50.0,50.0,30.0,54.0,48.4
349,Washington Capitals,2008/04/11vs PHI,2,1,1,0,5,4,33.3,66.7,33.3,66.7,27.0,22.0,58.1
350,Colorado Avalanche,2008/04/11@ MIN,0,0,0,0,2,3,25.0,66.7,25.0,66.7,26.0,31.0,49.0
351,Minnesota Wild,2008/04/11vs COL,2,0,1,0,3,2,33.3,75.0,33.3,75.0,31.0,26.0,51.0
352,Boston Bruins,2008/04/12@ MTL,0,0,0,0,2,3,16.7,87.5,16.7,87.5,39.0,31.0,52.4
353,Montréal Canadiens,2008/04/12vs BOS,2,0,1,0,3,2,12.5,83.3,12.5,83.3,31.0,39.0,47.6
354,Detroit Red Wings,2008/04/12vs NSH,2,1,1,0,4,2,16.7,80.0,16.7,80.0,38.0,27.0,62.5
355,Nashville Predators,2008/04/12@ DET,0,0,0,0,2,4,20.0,83.3,20.0,83.3,27.0,38.0,37.5
356,Anaheim Ducks,2008/04/12vs DAL,0,0,0,0,2,5,16.7,66.7,16.7,66.7,22.0,30.0,56.4
357,Dallas Stars,2008/04/12@ ANA,2,1,1,0,5,2,33.3,83.3,33.3,83.3,30.0,22.0,43.6
358,New Jersey Devils,2008/04/13@ NYR,2,0,1,0,4,3,25.0,60.0,25.0,60.0,33.0,30.0,50.7
359,New York Rangers,2008/04/13vs NJD,0,0,0,0,3,4,40.0,75.0,40.0,75.0,30.0,33.0,49.3
360,Philadelphia Flyers,2008/04/13@ WSH,2,1,1,0,2,0,0.0,100.0,0.0,100.0,41.0,24.0,55.9
361,Boston Bruins,2008/04/13vs MTL,2,0,1,0,2,1,0.0,100.0,0.0,100.0,31.0,28.0,53.5
362,Montréal Canadiens,2008/04/13@ BOS,0,0,0,0,1,2,0.0,100.0,0.0,100.0,28.0,31.0,46.5
363,Washington Capitals,2008/04/13vs PHI,0,0,0,0,0,2,0.0,100.0,0.0,100.0,24.0,41.0,44.1
364,Calgary Flames,2008/04/13vs SJS,2,1,1,0,4,3,100.0,80.0,100.0,80.0,25.0,27.0,46.2
365,San Jose Sharks,2008/04/13@ CGY,0,0,0,0,3,4,20.0,0.0,20.0,0.0,27.0,25.0,53.9
366,Pittsburgh Penguins,2008/04/14@ OTT,2,1,1,0,4,1,12.5,100.0,12.5,100.0,38.0,34.0,41.7
367,Ottawa Senators,2008/04/14vs PIT,0,0,0,0,1,4,0.0,87.5,0.0,87.5,34.0,38.0,58.3
368,Detroit Red Wings,2008/04/14@ NSH,0,0,0,0,3,5,25.0,100.0,25.0,100.0,26.0,29.0,47.7
369,Nashville Predators,2008/04/14vs DET,2,1,1,0,5,3,0.0,75.0,0.0,75.0,29.0,26.0,52.3
370,Colorado Avalanche,2008/04/14vs MIN,0,0,0,0,2,3,0.0,100.0,-16.7,100.0,46.0,39.0,43.6
371,Minnesota Wild,2008/04/14@ COL,2,0,1,0,3,2,0.0,100.0,0.0,116.7,39.0,46.0,56.5
372,Philadelphia Flyers,2008/04/15vs WSH,2,1,1,0,6,3,14.3,85.7,14.3,85.7,33.0,19.0,50.9
373,Boston Bruins,2008/04/15vs MTL,0,0,0,0,0,1,0.0,66.7,0.0,66.7,27.0,28.0,52.9
374,Montréal Canadiens,2008/04/15@ BOS,2,1,1,0,1,0,33.3,100.0,33.3,100.0,28.0,27.0,47.1
375,Washington Capitals,2008/04/15@ PHI,0,0,0,0,3,6,14.3,85.7,14.3,85.7,19.0,33.0,49.2
376,Calgary Flames,2008/04/15vs SJS,0,0,0,0,2,3,0.0,75.0,0.0,75.0,10.0,32.0,47.1
377,Colorado Avalanche,2008/04/15vs MIN,2,1,1,0,5,1,15.4,100.0,7.7,100.0,40.0,25.0,59.7
378,Anaheim Ducks,2008/04/15@ DAL,2,1,1,0,4,2,50.0,71.4,50.0,71.4,15.0,33.0,46.7
379,Dallas Stars,2008/04/15vs ANA,0,0,0,0,2,4,28.6,50.0,28.6,50.0,33.0,15.0,53.3
380,San Jose Sharks,2008/04/15@ CGY,2,1,1,0,3,2,25.0,100.0,25.0,100.0,32.0,10.0,52.9
381,Minnesota Wild,2008/04/15@ COL,0,0,0,0,1,5,0.0,84.6,0.0,92.3,25.0,40.0,40.3
382,New Jersey Devils,2008/04/16@ NYR,0,0,0,0,3,5,33.3,75.0,33.3,75.0,31.0,39.0,48.4
383,New York Rangers,2008/04/16vs NJD,2,1,1,0,5,3,25.0,66.7,25.0,66.7,39.0,31.0,51.6
384,Pittsburgh Penguins,2008/04/16@ OTT,2,1,1,0,3,1,25.0,100.0,25.0,100.0,34.0,22.0,50.0
385,Ottawa Senators,2008/04/16vs PIT,0,0,0,0,1,3,0.0,75.0,0.0,75.0,22.0,34.0,50.0
386,Detroit Red Wings,2008/04/16@ NSH,0,0,0,0,2,3,20.0,80.0,20.0,80.0,41.0,27.0,50.0
387,Nashville Predators,2008/04/16vs DET,2,1,1,0,3,2,20.0,80.0,20.0,80.0,27.0,41.0,50.0
388,Philadelphia Flyers,2008/04/17vs WSH,2,0,1,0,4,3,14.3,50.0,14.3,50.0,46.0,41.0,51.8
389,Boston Bruins,2008/04/17@ MTL,2,1,1,0,5,1,40.0,100.0,40.0,125.0,24.0,32.0,52.5
390,Montréal Canadiens,2008/04/17vs BOS,0,0,0,0,1,5,0.0,60.0,-25.0,60.0,32.0,24.0,47.5
391,Washington Capitals,2008/04/17@ PHI,0,0,0,0,3,4,50.0,85.7,50.0,85.7,41.0,46.0,48.2
392,Calgary Flames,2008/04/17@ SJS,0,0,0,0,3,4,40.0,66.7,40.0,66.7,36.0,26.0,42.1
393,Colorado Avalanche,2008/04/17@ MIN,2,1,1,0,3,2,66.7,66.7,66.7,66.7,17.0,40.0,44.4
394,Anaheim Ducks,2008/04/17@ DAL,0,0,0,0,1,3,0.0,100.0,0.0,100.0,28.0,20.0,57.4
395,Dallas Stars,2008/04/17vs ANA,2,1,1,0,3,1,0.0,100.0,0.0,100.0,20.0,28.0,42.6
396,San Jose Sharks,2008/04/17vs CGY,2,1,1,0,4,3,33.3,60.0,33.3,60.0,26.0,36.0,57.9
397,Minnesota Wild,2008/04/17vs COL,0,0,0,0,2,3,33.3,33.3,33.3,33.3,40.0,17.0,55.6
398,New Jersey Devils,2008/04/18vs NYR,0,0,0,0,3,5,25.0,50.0,25.0,50.0,26.0,23.0,59.6
399,New York Rangers,2008/04/18@ NJD,2,1,1,0,5,3,50.0,75.0,50.0,75.0,23.0,26.0,40.4
400,Detroit Red Wings,2008/04/18vs NSH,2,0,1,0,2,1,0.0,100.0,0.0,100.0,54.0,21.0,58.5
401,Nashville Predators,2008/04/18@ DET,0,0,0,0,1,2,0.0,100.0,0.0,100.0,21.0,54.0,41.5
402,Anaheim Ducks,2008/04/18vs DAL,2,1,1,0,5,2,66.7,100.0,66.7,100.0,32.0,42.0,45.5
403,Dallas Stars,2008/04/18@ ANA,0,0,0,0,2,5,0.0,33.3,0.0,33.3,42.0,32.0,54.6
404,Philadelphia Flyers,2008/04/19@ WSH,0,0,0,0,2,3,33.3,66.7,33.3,66.7,32.0,26.0,54.7
405,Boston Bruins,2008/04/19vs MTL,2,1,1,0,5,4,0.0,100.0,0.0,100.0,36.0,35.0,41.4
406,Montréal Canadiens,2008/04/19@ BOS,0,0,0,0,4,5,0.0,100.0,0.0,100.0,35.0,36.0,58.6
407,Washington Capitals,2008/04/19vs PHI,2,1,1,0,3,2,33.3,66.7,33.3,66.7,26.0,32.0,45.3
408,Colorado Avalanche,2008/04/19vs MIN,2,1,1,0,2,1,0.0,100.0,0.0,200.0,30.0,35.0,52.9
409,Minnesota Wild,2008/04/19@ COL,0,0,0,0,1,2,0.0,100.0,-100.0,100.0,35.0,30.0,47.1
410,Detroit Red Wings,2008/04/20@ NSH,2,1,1,0,3,0,0.0,100.0,0.0,133.3,43.0,20.0,41.3
411,Nashville Predators,2008/04/20vs DET,0,0,0,0,0,3,0.0,100.0,-33.3,100.0,20.0,43.0,58.7
412,Calgary Flames,2008/04/20vs SJS,2,1,1,0,2,0,0.0,100.0,0.0,100.0,25.0,21.0,64.8
413,Anaheim Ducks,2008/04/20@ DAL,0,0,0,0,1,4,0.0,60.0,0.0,60.0,18.0,26.0,44.0
414,Dallas Stars,2008/04/20vs ANA,2,1,1,0,4,1,40.0,100.0,40.0,100.0,26.0,18.0,56.0
415,San Jose Sharks,2008/04/20@ CGY,0,0,0,0,0,2,0.0,100.0,0.0,100.0,21.0,25.0,35.2
416,Philadelphia Flyers,2008/04/21vs WSH,0,0,0,0,2,4,40.0,80.0,40.0,80.0,35.0,40.0,57.1
417,Boston Bruins,2008/04/21@ MTL,0,0,0,0,0,5,0.0,75.0,0.0,75.0,25.0,35.0,44.4
418,Montréal Canadiens,2008/04/21vs BOS,2,1,1,0,5,0,25.0,100.0,25.0,100.0,35.0,25.0,55.6
419,Washington Capitals,2008/04/21@ PHI,2,1,1,0,4,2,20.0,60.0,20.0,60.0,40.0,35.0,42.9
420,Philadelphia Flyers,2008/04/22@ WSH,2,0,1,0,3,2,33.3,75.0,33.3,75.0,34.0,41.0,46.0
421,Washington Capitals,2008/04/22vs PHI,0,0,0,0,2,3,25.0,66.7,25.0,66.7,41.0,34.0,54.1
422,Calgary Flames,2008/04/22@ SJS,0,0,0,0,3,5,50.0,50.0,50.0,50.0,22.0,41.0,39.0
423,San Jose Sharks,2008/04/22vs CGY,2,1,1,0,5,3,50.0,50.0,50.0,50.0,41.0,22.0,61.0
424,Philadelphia Flyers,2008/04/24@ MTL,0,0,0,0,3,4,50.0,50.0,0.0,50.0,33.0,34.0,39.7
425,Montréal Canadiens,2008/04/24vs PHI,2,0,1,0,4,3,50.0,50.0,50.0,100.0,34.0,33.0,60.3
426,Detroit Red Wings,2008/04/24vs COL,2,1,1,0,4,3,20.0,100.0,20.0,100.0,36.0,21.0,60.0
427,Colorado Avalanche,2008/04/24@ DET,0,0,0,0,3,4,0.0,80.0,0.0,80.0,21.0,36.0,40.0
428,New York Rangers,2008/04/25@ PIT,0,0,0,0,4,5,33.3,80.0,33.3,80.0,24.0,26.0,53.7
429,Pittsburgh Penguins,2008/04/25vs NYR,2,1,1,0,5,4,20.0,66.7,20.0,66.7,26.0,24.0,46.3
430,Dallas Stars,2008/04/25@ SJS,2,0,1,0,3,2,20.0,100.0,20.0,100.0,18.0,27.0,41.2
431,San Jose Sharks,2008/04/25vs DAL,0,0,0,0,2,3,0.0,80.0,0.0,80.0,27.0,18.0,58.8
432,Philadelphia Flyers,2008/04/26@ MTL,2,1,1,0,4,2,50.0,75.0,50.0,75.0,23.0,36.0,53.3
433,Montréal Canadiens,2008/04/26vs PHI,0,0,0,0,2,4,25.0,50.0,25.0,50.0,36.0,23.0,46.7
434,Detroit Red Wings,2008/04/26vs COL,2,1,1,0,5,1,28.6,100.0,28.6,120.0,40.0,20.0,52.0
435,Colorado Avalanche,2008/04/26@ DET,0,0,0,0,1,5,0.0,71.4,-20.0,71.4,20.0,40.0,48.0
436,New York Rangers,2008/04/27@ PIT,0,0,0,0,0,2,0.0,80.0,0.0,80.0,26.0,32.0,64.9
437,Pittsburgh Penguins,2008/04/27vs NYR,2,1,1,0,2,0,20.0,100.0,20.0,100.0,32.0,26.0,35.1
438,Dallas Stars,2008/04/27@ SJS,2,1,1,0,5,2,33.3,80.0,33.3,80.0,26.0,31.0,42.2
