,team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
3901,Detroit Red Wings,2007-01-20,0,1,3,0.0,100.0,28.0,31.0,48.9,Colorado Avalanche,@,1.6,1.2,1.35,3.8,3.2,2.0,3.1,24.580000000000002,92.5,37.0,23.8,52.279999999999994
3921,Detroit Red Wings,2007-01-26,1,1,2,0.0,100.0,29.0,20.0,44.9,St. Louis Blues,@,1.2,1.0,1.35,3.0,3.1,2.4,3.3,18.580000000000002,95.0,33.6,26.8,53.71999999999999
3957,Detroit Red Wings,2007-01-28,2,3,1,0.0,66.7,41.0,12.0,57.6,Colorado Avalanche,vs,1.0,1.1,1.3,2.0,2.8,2.2,2.6,10.0,95.0,33.0,23.6,50.239999999999995
3981,Detroit Red Wings,2007-01-30,2,4,3,28.6,100.0,35.0,19.0,52.9,New York Islanders,@,1.0,1.3,1.3,2.2,2.9,2.4,2.3,10.0,88.34,33.4,21.4,50.339999999999996
4020,Detroit Red Wings,2007-02-02,2,5,3,20.0,100.0,29.0,27.0,49.1,St. Louis Blues,vs,1.0,1.5,1.4,2.0,3.1,2.4,2.2,5.720000000000001,88.34,35.0,21.8,51.660000000000004
4057,Detroit Red Wings,2007-02-05,2,4,3,25.0,66.7,26.0,20.0,47.8,New York Rangers,@,1.4,1.5,1.4,2.8,3.3,2.4,2.2,9.72,93.34,32.4,21.8,50.68
4089,Detroit Red Wings,2007-02-07,2,4,2,0.0,75.0,48.0,22.0,58.5,Phoenix Coyotes,vs,1.8,1.5,1.4,3.4,3.2,2.4,2.4,14.719999999999999,86.67999999999999,32.0,19.6,50.459999999999994
4106,Detroit Red Wings,2007-02-08,0,0,1,0.0,100.0,23.0,30.0,55.4,St. Louis Blues,@,2.0,1.5,1.45,4.0,3.0,2.4,2.3,14.719999999999999,81.67999999999999,35.8,20.0,53.17999999999999
4144,Detroit Red Wings,2007-02-11,2,7,4,16.7,100.0,50.0,20.0,62.7,Calgary Flames,vs,1.6,1.3,1.35,3.4,2.8,2.4,2.4,14.719999999999999,88.34,32.2,23.6,52.739999999999995
4151,Detroit Red Wings,2007-02-12,0,1,6,12.5,85.7,32.0,33.0,51.6,Philadelphia Flyers,@,1.6,1.3,1.35,4.0,3.0,2.6,2.5,12.34,88.34,35.2,23.8,54.7
4174,Detroit Red Wings,2007-02-14,2,3,1,0.0,66.7,32.0,18.0,54.4,Dallas Stars,@,1.2,1.3,1.25,3.2,3.0,3.2,2.8,10.84,85.47999999999999,35.8,25.0,55.2
4217,Detroit Red Wings,2007-02-17,2,4,1,50.0,100.0,27.0,21.0,44.1,Phoenix Coyotes,@,1.2,1.5,1.25,3.0,3.2,2.8,2.6,5.84,85.48,37.0,24.6,56.52
4270,Detroit Red Wings,2007-02-21,2,4,2,0.0,75.0,35.0,28.0,67.3,Chicago Blackhawks,vs,1.2,1.6,1.35,3.0,3.5,2.6,2.5,15.84,90.48,32.8,24.4,53.64
4298,Detroit Red Wings,2007-02-23,1,3,3,33.3,75.0,30.0,26.0,62.3,Edmonton Oilers,vs,1.6,1.6,1.45,3.8,3.6,2.8,2.6,15.84,85.48,35.2,24.0,56.02
4315,Detroit Red Wings,2007-02-24,1,3,4,42.9,100.0,44.0,29.0,43.9,Nashville Predators,@,1.4,1.5,1.5,3.0,3.5,2.6,2.6,19.16,80.48,31.2,25.2,55.94
4358,Detroit Red Wings,2007-02-27,2,4,1,20.0,100.0,28.0,25.0,52.0,Chicago Blackhawks,@,1.6,1.4,1.45,3.4,3.3,2.2,2.7,25.24,83.34,33.6,24.4,54.4
4399,Detroit Red Wings,2007-03-02,2,6,2,22.2,80.0,37.0,19.0,50.8,Chicago Blackhawks,vs,1.6,1.4,1.45,3.6,3.3,2.2,2.5,29.24,90.0,32.8,25.8,53.92
4428,Detroit Red Wings,2007-03-04,1,3,4,0.0,100.0,34.0,27.0,61.0,Colorado Avalanche,vs,1.6,1.4,1.45,4.0,3.5,2.4,2.5,23.68,86.0,34.8,25.4,55.25999999999999
4449,Detroit Red Wings,2007-03-06,2,3,3,20.0,66.7,35.0,27.0,47.9,Nashville Predators,vs,1.4,1.5,1.4,3.8,3.8,2.8,2.8,23.68,91.0,34.6,25.2,54.0
4487,Detroit Red Wings,2007-03-09,2,3,2,0.0,100.0,54.0,26.0,49.3,Los Angeles Kings,vs,1.6,1.5,1.4,3.8,3.4,2.8,2.7,21.02,89.34,35.6,25.4,51.11999999999999
4519,Detroit Red Wings,2007-03-11,0,3,6,33.3,60.0,38.0,25.0,65.5,Boston Bruins,vs,1.8,1.7,1.5,3.8,3.6,2.4,2.3,12.440000000000001,89.34,37.6,24.8,52.2
4548,Detroit Red Wings,2007-03-13,2,5,2,0.0,75.0,30.0,31.0,56.1,Nashville Predators,@,1.4,1.5,1.5,3.6,3.6,3.4,2.8,15.1,81.34,39.6,24.8,54.9
4556,Detroit Red Wings,2007-03-14,2,4,2,0.0,100.0,35.0,29.0,47.0,Nashville Predators,vs,1.4,1.5,1.55,3.4,3.7,3.4,2.9,10.66,80.34,38.2,27.2,55.96
4604,Detroit Red Wings,2007-03-17,0,1,4,12.5,100.0,33.0,39.0,45.6,Vancouver Canucks,@,1.6,1.5,1.55,3.6,3.7,3.0,2.9,10.66,80.34,38.4,27.6,53.160000000000004
4642,Detroit Red Wings,2007-03-20,0,1,2,0.0,60.0,31.0,23.0,44.7,Calgary Flames,@,1.2,1.4,1.45,3.2,3.5,3.2,3.0,9.16,87.0,38.0,30.0,52.7
4671,Detroit Red Wings,2007-03-22,1,1,1,0.0,100.0,36.0,30.0,50.8,Columbus Blue Jackets,vs,0.8,1.3,1.35,2.8,3.3,3.2,2.8,9.16,79.0,33.4,29.4,51.779999999999994
4703,Detroit Red Wings,2007-03-24,1,2,2,20.0,100.0,42.0,19.0,59.3,St. Louis Blues,vs,1.0,1.2,1.3,2.4,3.0,2.2,2.8,2.5,87.0,33.0,30.4,48.839999999999996
4722,Detroit Red Wings,2007-03-26,2,1,0,0.0,100.0,28.0,25.0,60.4,Anaheim Ducks,vs,0.8,1.1,1.25,1.8,2.6,2.2,2.8,6.5,92.0,35.4,28.0,49.480000000000004
4760,Detroit Red Wings,2007-03-29,2,2,1,33.3,80.0,30.0,25.0,55.0,Nashville Predators,@,0.8,1.2,1.35,1.2,2.4,1.8,2.4,6.5,92.0,34.0,27.2,52.160000000000004
4783,Detroit Red Wings,2007-03-30,1,3,3,0.0,80.0,34.0,24.0,58.3,Dallas Stars,vs,1.2,1.2,1.35,1.4,2.3,1.2,2.2,10.66,88.0,33.4,24.4,54.04
4815,Detroit Red Wings,2007-04-01,2,4,1,33.3,100.0,25.0,32.0,45.3,Columbus Blue Jackets,@,1.4,1.1,1.4,1.8,2.3,1.4,2.3,10.66,92.0,34.0,24.6,56.760000000000005
4837,Detroit Red Wings,2007-04-03,2,3,0,0.0,100.0,23.0,35.0,52.8,Columbus Blue Jackets,vs,1.6,1.3,1.4,2.4,2.4,1.4,1.8,17.32,92.0,31.8,25.0,55.65999999999999
4863,Detroit Red Wings,2007-04-05,1,2,2,33.3,100.0,58.0,21.0,57.1,Chicago Blackhawks,@,1.8,1.3,1.4,2.6,2.2,1.0,1.6,13.319999999999999,92.0,28.0,28.2,54.36
4897,Detroit Red Wings,2007-04-07,2,7,2,18.2,100.0,39.0,21.0,62.8,Chicago Blackhawks,vs,1.6,1.2,1.35,2.8,2.0,1.4,1.6,19.979999999999997,92.0,34.0,27.4,53.7
4928,Detroit Red Wings,2007-10-03,2,2,2,28.6,80.0,42.0,15.0,53.3,Anaheim Ducks,vs,1.6,1.4,1.4,3.8,2.6,1.6,1.4,16.96,96.0,35.8,26.6,55.25999999999999
4976,Detroit Red Wings,2007-10-06,1,3,3,28.6,100.0,26.0,27.0,38.5,Chicago Blackhawks,@,1.8,1.6,1.45,3.6,2.7,1.4,1.4,22.68,96.0,37.4,24.8,54.260000000000005
4994,Detroit Red Wings,2007-10-08,2,4,2,20.0,100.0,35.0,20.0,67.2,Edmonton Oilers,vs,1.6,1.6,1.4,3.4,2.9,1.8,1.6,21.740000000000002,96.0,37.6,23.8,52.9
5009,Detroit Red Wings,2007-10-10,2,4,2,66.7,100.0,28.0,21.0,48.2,Calgary Flames,vs,1.6,1.7,1.4,3.6,3.1,2.2,1.6,25.74,96.0,40.0,20.8,55.779999999999994
5036,Detroit Red Wings,2007-10-12,0,2,3,0.0,75.0,36.0,29.0,57.5,Chicago Blackhawks,vs,1.8,1.7,1.45,4.0,3.4,2.2,1.8,32.42,96.0,34.0,20.8,54.0
5070,Detroit Red Wings,2007-10-14,2,4,1,0.0,83.3,30.0,28.0,61.3,Los Angeles Kings,@,1.4,1.5,1.35,3.0,3.4,2.4,2.0,28.78000000000001,91.0,33.4,22.4,52.94
5076,Detroit Red Wings,2007-10-15,0,3,6,11.1,81.8,35.0,29.0,59.2,Anaheim Ducks,@,1.4,1.6,1.35,3.4,3.5,2.2,1.8,23.060000000000002,91.66,31.0,25.0,54.54
5108,Detroit Red Wings,2007-10-18,2,4,2,40.0,80.0,27.0,25.0,50.7,San Jose Sharks,@,1.2,1.4,1.35,3.4,3.4,2.8,2.3,19.56,88.02000000000001,32.8,25.4,58.67999999999999
5138,Detroit Red Wings,2007-10-20,2,5,2,0.0,100.0,42.0,21.0,53.7,Phoenix Coyotes,@,1.2,1.4,1.35,3.4,3.5,2.8,2.5,23.560000000000002,84.02000000000001,31.2,26.4,55.379999999999995
5176,Detroit Red Wings,2007-10-24,2,3,2,25.0,80.0,39.0,15.0,65.4,Vancouver Canucks,vs,1.2,1.5,1.35,3.6,3.8,2.8,2.5,10.22,84.02000000000001,34.0,26.4,56.480000000000004
5203,Detroit Red Wings,2007-10-26,2,5,1,0.0,50.0,39.0,11.0,54.2,San Jose Sharks,vs,1.6,1.5,1.45,3.8,3.4,2.6,2.5,15.219999999999999,85.02000000000001,34.6,23.6,58.06
5232,Detroit Red Wings,2007-10-28,2,3,2,0.0,100.0,32.0,29.0,51.8,Vancouver Canucks,@,1.6,1.5,1.55,4.0,3.7,2.6,2.4,15.219999999999999,78.35999999999999,36.4,20.2,56.64000000000001
5247,Detroit Red Wings,2007-10-30,2,2,1,33.3,100.0,34.0,16.0,44.2,Edmonton Oilers,@,2.0,1.6,1.6,4.0,3.7,1.8,2.3,13.0,82.0,35.8,20.2,55.160000000000004
5273,Detroit Red Wings,2007-11-01,2,4,1,66.7,100.0,26.0,27.0,62.0,Calgary Flames,@,2.0,1.6,1.65,3.6,3.5,1.6,2.2,11.66,86.0,37.2,18.4,53.86
5351,Detroit Red Wings,2007-11-07,2,2,2,25.0,100.0,45.0,30.0,50.0,Nashville Predators,vs,2.0,1.6,1.65,3.4,3.5,1.4,2.1,25.0,86.0,34.0,19.6,55.52
5379,Detroit Red Wings,2007-11-09,2,4,1,33.3,85.7,36.0,16.0,62.3,Columbus Blue Jackets,vs,2.0,1.8,1.65,3.2,3.5,1.4,2.0,25.0,90.0,35.2,22.6,52.44
5409,Detroit Red Wings,2007-11-11,0,2,3,0.0,66.7,32.0,27.0,43.4,Chicago Blackhawks,@,2.0,1.8,1.7,3.0,3.5,1.4,2.0,31.660000000000004,97.14000000000001,34.6,23.6,54.06
5426,Detroit Red Wings,2007-11-13,0,3,4,0.0,60.0,30.0,16.0,51.9,St. Louis Blues,@,1.6,1.8,1.6,2.8,3.4,1.6,1.7,31.660000000000004,90.48,34.6,23.2,52.379999999999995
5485,Detroit Red Wings,2007-11-17,0,3,5,20.0,100.0,42.0,17.0,66.0,Chicago Blackhawks,vs,1.2,1.6,1.5,3.0,3.3,2.2,1.9,25.0,82.47999999999999,33.8,23.2,53.92
5494,Detroit Red Wings,2007-11-18,2,4,4,50.0,40.0,35.0,40.0,54.1,Columbus Blue Jackets,@,0.8,1.4,1.45,2.8,3.1,3.0,2.2,15.66,82.47999999999999,37.0,21.2,54.720000000000006
5531,Detroit Red Wings,2007-11-21,2,3,0,18.2,100.0,38.0,12.0,58.6,St. Louis Blues,vs,0.8,1.4,1.45,3.2,3.2,3.4,2.4,20.66,70.47999999999999,35.0,23.2,55.54
5543,Detroit Red Wings,2007-11-22,0,2,3,25.0,85.7,30.0,29.0,52.9,Nashville Predators,@,0.8,1.4,1.45,3.0,3.0,3.2,2.3,17.64,73.34,35.4,22.4,54.8
5582,Detroit Red Wings,2007-11-24,1,2,2,33.3,100.0,25.0,28.0,40.4,Columbus Blue Jackets,@,0.8,1.2,1.4,3.0,2.9,3.2,2.4,22.64,77.14,35.0,22.8,56.7
5610,Detroit Red Wings,2007-11-27,2,5,3,14.3,80.0,35.0,22.0,47.7,Calgary Flames,vs,1.0,1.1,1.35,2.8,2.9,2.8,2.5,29.3,85.14,34.0,25.2,54.4
5640,Detroit Red Wings,2007-11-29,2,4,2,50.0,100.0,39.0,23.0,43.1,Tampa Bay Lightning,vs,1.4,1.1,1.35,3.2,3.0,2.4,2.7,28.160000000000004,81.14,32.6,26.2,50.739999999999995
5675,Detroit Red Wings,2007-12-01,2,3,2,50.0,100.0,39.0,26.0,65.5,Phoenix Coyotes,vs,1.4,1.1,1.45,3.2,3.2,2.0,2.7,28.160000000000004,93.14,33.4,22.8,48.540000000000006
5706,Detroit Red Wings,2007-12-04,2,4,1,33.3,100.0,34.0,16.0,60.0,Montréal Canadiens,@,1.4,1.1,1.45,3.2,3.1,2.4,2.8,34.519999999999996,93.14,33.6,25.6,49.92
5751,Detroit Red Wings,2007-12-07,2,5,0,50.0,100.0,34.0,19.0,61.8,Minnesota Wild,vs,1.8,1.3,1.55,3.6,3.3,2.0,2.6,36.17999999999999,96.0,34.4,23.0,51.34000000000001
5782,Detroit Red Wings,2007-12-09,2,5,2,14.3,80.0,38.0,17.0,60.0,Carolina Hurricanes,vs,2.0,1.5,1.55,4.2,3.5,1.6,2.2,39.519999999999996,96.0,36.2,21.2,55.620000000000005
5792,Detroit Red Wings,2007-12-10,2,2,1,0.0,100.0,35.0,31.0,61.5,Nashville Predators,@,2.0,1.7,1.55,4.2,3.7,1.4,1.9,39.519999999999996,96.0,36.8,20.2,58.080000000000005
5833,Detroit Red Wings,2007-12-13,1,3,3,25.0,75.0,42.0,25.0,55.6,Edmonton Oilers,vs,2.0,1.7,1.55,3.8,3.5,1.2,1.6,29.52,96.0,36.0,21.8,61.760000000000005
5867,Detroit Red Wings,2007-12-15,2,5,2,50.0,100.0,46.0,35.0,54.2,Florida Panthers,vs,1.8,1.6,1.5,3.8,3.5,1.4,1.9,24.52,91.0,36.6,21.6,59.779999999999994
5889,Detroit Red Wings,2007-12-17,2,3,3,50.0,71.4,30.0,30.0,52.5,Washington Capitals,vs,1.8,1.8,1.5,4.0,3.8,1.6,1.8,27.860000000000003,91.0,39.0,25.4,58.620000000000005
5917,Detroit Red Wings,2007-12-19,2,6,2,40.0,75.0,35.0,20.0,61.0,Los Angeles Kings,vs,1.8,1.9,1.5,3.6,3.9,2.2,1.9,27.860000000000003,85.28,38.2,27.6,56.760000000000005
5933,Detroit Red Wings,2007-12-20,0,2,3,0.0,50.0,36.0,24.0,47.5,St. Louis Blues,@,1.8,1.9,1.5,3.8,4.0,2.2,1.8,33.0,84.28,37.6,28.2,56.96
5965,Detroit Red Wings,2007-12-22,2,4,1,14.3,50.0,51.0,19.0,46.9,Minnesota Wild,@,1.4,1.7,1.4,3.8,3.8,2.6,1.9,33.0,74.28,37.8,26.8,54.160000000000004
6000,Detroit Red Wings,2007-12-26,2,5,0,66.7,100.0,27.0,20.0,46.2,St. Louis Blues,@,1.6,1.7,1.4,4.0,3.9,2.2,1.8,30.860000000000003,69.28,39.6,25.6,52.42
6018,Detroit Red Wings,2007-12-27,2,4,2,0.0,100.0,29.0,24.0,50.9,Colorado Avalanche,@,1.6,1.7,1.5,4.0,4.0,1.8,1.7,34.2,69.28,35.8,22.6,50.82000000000001
6049,Detroit Red Wings,2007-12-29,2,4,2,33.3,100.0,35.0,34.0,59.3,Phoenix Coyotes,@,1.6,1.7,1.6,4.2,3.9,1.6,1.9,24.2,75.0,35.6,21.4,50.5
6074,Detroit Red Wings,2007-12-31,0,0,2,0.0,100.0,31.0,23.0,56.4,St. Louis Blues,vs,1.6,1.7,1.7,3.8,3.8,1.6,1.9,22.86,80.0,35.6,24.2,50.160000000000004
6099,Detroit Red Wings,2008-01-02,2,4,1,0.0,100.0,26.0,24.0,58.1,Dallas Stars,vs,1.6,1.5,1.6,3.4,3.6,1.4,2.0,22.86,90.0,34.6,24.0,51.94
6149,Detroit Red Wings,2008-01-05,2,3,0,0.0,100.0,23.0,22.0,47.1,Dallas Stars,@,1.6,1.6,1.6,3.4,3.7,1.4,1.8,20.0,100.0,29.6,25.0,54.17999999999999
6165,Detroit Red Wings,2008-01-06,2,3,1,50.0,100.0,28.0,20.0,54.2,Chicago Blackhawks,@,1.6,1.6,1.7,3.0,3.5,1.4,1.6,6.659999999999999,100.0,28.8,25.4,54.36
6185,Detroit Red Wings,2008-01-08,2,1,0,0.0,100.0,25.0,19.0,64.9,Colorado Avalanche,vs,1.6,1.6,1.75,2.8,3.5,1.2,1.4,16.66,100.0,28.6,24.6,55.02
6213,Detroit Red Wings,2008-01-10,1,5,5,0.0,100.0,46.0,28.0,60.6,Minnesota Wild,vs,1.6,1.6,1.75,2.2,3.0,0.8,1.2,10.0,100.0,26.6,21.6,56.14
6243,Detroit Red Wings,2008-01-12,0,2,3,16.7,60.0,29.0,32.0,45.6,Ottawa Senators,@,1.8,1.7,1.7,3.2,3.3,1.4,1.4,10.0,100.0,29.6,22.6,56.980000000000004
6276,Detroit Red Wings,2008-01-15,0,1,5,0.0,25.0,47.0,25.0,54.6,Atlanta Thrashers,vs,1.4,1.5,1.6,2.8,3.1,1.8,1.6,13.34,92.0,30.2,24.2,54.48
6305,Detroit Red Wings,2008-01-17,2,2,2,0.0,100.0,49.0,28.0,56.5,Vancouver Canucks,vs,1.0,1.3,1.5,2.4,2.7,2.8,2.1,13.34,77.0,35.0,24.8,55.980000000000004
6341,Detroit Red Wings,2008-01-19,2,6,3,40.0,50.0,28.0,18.0,53.9,San Jose Sharks,@,1.0,1.3,1.5,2.2,2.5,3.0,2.1,3.34,77.0,39.2,26.4,56.44000000000001
6384,Detroit Red Wings,2008-01-22,2,3,0,0.0,100.0,27.0,27.0,61.0,Los Angeles Kings,@,1.0,1.3,1.5,3.2,2.7,3.6,2.2,11.34,67.0,39.8,26.2,54.239999999999995
6396,Detroit Red Wings,2008-01-23,2,2,1,16.7,80.0,33.0,25.0,50.9,Anaheim Ducks,@,1.2,1.5,1.5,2.8,3.0,2.6,2.0,11.34,67.0,36.0,26.0,54.32000000000001
6453,Detroit Red Wings,2008-01-30,2,3,2,0.0,100.0,39.0,34.0,51.8,Phoenix Coyotes,vs,1.6,1.5,1.55,2.8,2.8,2.2,2.0,11.34,71.0,36.8,24.6,55.379999999999995
6479,Detroit Red Wings,2008-02-01,2,2,0,0.0,100.0,36.0,15.0,67.9,Colorado Avalanche,vs,2.0,1.5,1.55,3.2,2.8,1.6,2.2,11.34,86.0,35.2,26.4,54.82000000000001
6500,Detroit Red Wings,2008-02-02,2,3,1,25.0,100.0,32.0,23.0,58.5,Boston Bruins,@,2.0,1.5,1.55,3.2,2.7,1.2,2.1,11.34,86.0,32.6,23.8,57.1
6533,Detroit Red Wings,2008-02-05,2,3,2,0.0,75.0,38.0,26.0,58.0,Minnesota Wild,@,2.0,1.5,1.55,2.6,2.9,0.8,2.2,8.34,96.0,33.4,24.8,58.02
6562,Detroit Red Wings,2008-02-07,0,3,5,0.0,60.0,29.0,25.0,52.1,Los Angeles Kings,vs,2.0,1.6,1.65,2.6,2.7,1.2,1.9,8.34,91.0,35.6,24.6,57.42
6593,Detroit Red Wings,2008-02-09,1,2,3,0.0,50.0,34.0,25.0,46.0,Toronto Maple Leafs,@,1.6,1.6,1.55,2.8,2.8,2.0,2.1,5.0,87.0,34.8,24.6,57.660000000000004
6611,Detroit Red Wings,2008-02-10,0,2,3,25.0,100.0,29.0,19.0,50.0,Anaheim Ducks,vs,1.4,1.7,1.5,2.6,2.9,2.2,1.9,5.0,77.0,33.8,22.8,56.5
6630,Detroit Red Wings,2008-02-12,0,2,4,33.3,100.0,42.0,23.0,64.8,Nashville Predators,@,1.0,1.5,1.4,2.6,2.9,2.8,2.0,10.0,77.0,32.4,23.6,52.92
6672,Detroit Red Wings,2008-02-15,0,1,5,25.0,60.0,21.0,23.0,58.6,Columbus Blue Jackets,vs,0.6,1.3,1.3,2.4,2.5,3.4,2.1,11.66,77.0,34.4,23.6,54.17999999999999
6704,Detroit Red Wings,2008-02-17,0,0,1,0.0,100.0,28.0,31.0,42.6,Dallas Stars,@,0.2,1.1,1.3,2.0,2.3,4.0,2.6,16.66,74.0,31.0,23.0,54.3
6717,Detroit Red Wings,2008-02-18,2,4,0,33.3,100.0,40.0,18.0,58.2,Colorado Avalanche,@,0.2,0.9,1.2,1.4,2.1,3.2,2.6,16.66,82.0,30.8,24.2,52.4
6770,Detroit Red Wings,2008-02-22,0,0,1,0.0,100.0,38.0,26.0,57.7,Calgary Flames,@,0.4,0.9,1.2,1.8,2.2,2.6,2.4,23.32,92.0,32.0,22.8,54.84000000000001
6794,Detroit Red Wings,2008-02-23,0,1,4,14.3,66.7,29.0,35.0,48.2,Vancouver Canucks,@,0.4,0.7,1.1,1.4,2.0,2.2,2.5,18.32,92.0,33.8,24.2,56.38000000000001
6827,Detroit Red Wings,2008-02-26,1,3,3,28.6,83.3,43.0,29.0,57.8,Edmonton Oilers,@,0.4,0.5,1.0,1.2,1.8,2.2,2.8,14.52,85.34,31.2,26.6,53.06
6867,Detroit Red Wings,2008-02-29,0,2,3,50.0,66.7,22.0,22.0,51.1,San Jose Sharks,vs,0.6,0.4,1.0,1.6,1.8,1.8,2.9,15.24,90.0,35.6,27.8,52.9
6902,Detroit Red Wings,2008-03-02,2,4,2,20.0,80.0,39.0,24.0,51.0,Buffalo Sabres,@,0.6,0.4,1.0,2.0,1.7,2.2,2.7,25.240000000000002,83.34,34.4,26.0,54.6
6940,Detroit Red Wings,2008-03-05,2,4,1,0.0,75.0,32.0,19.0,55.4,St. Louis Blues,vs,0.6,0.5,1.1,2.0,1.9,2.6,2.6,22.580000000000002,79.34,34.2,27.2,53.160000000000004
6999,Detroit Red Wings,2008-03-09,2,4,3,37.5,71.4,33.0,23.0,47.6,Nashville Predators,vs,1.0,0.7,1.1,2.8,2.1,2.6,2.4,22.580000000000002,74.34,33.0,25.8,52.7
7024,Detroit Red Wings,2008-03-11,2,3,1,0.0,100.0,47.0,20.0,65.4,Chicago Blackhawks,vs,1.4,0.9,1.1,3.4,2.3,2.4,2.3,27.220000000000006,75.28,33.8,23.4,52.58
7050,Detroit Red Wings,2008-03-13,2,5,3,16.7,50.0,31.0,19.0,50.9,Dallas Stars,vs,1.6,1.1,1.1,3.4,2.5,2.0,1.9,21.5,78.62,34.6,21.6,54.1
7079,Detroit Red Wings,2008-03-15,0,1,3,0.0,100.0,35.0,27.0,44.1,Nashville Predators,vs,2.0,1.3,1.1,4.0,3.0,2.0,2.1,14.84,75.28,36.4,21.0,54.06
7099,Detroit Red Wings,2008-03-16,0,3,4,33.3,100.0,46.0,17.0,44.6,Columbus Blue Jackets,@,1.6,1.1,1.0,3.4,2.7,2.2,2.4,10.84,79.28,35.6,21.6,52.67999999999999
7132,Detroit Red Wings,2008-03-19,2,3,1,20.0,85.7,27.0,23.0,41.5,Columbus Blue Jackets,vs,1.2,1.1,0.9,3.2,3.0,2.8,2.7,17.5,84.28,38.4,21.2,50.52
7145,Detroit Red Wings,2008-03-20,2,6,3,16.7,80.0,36.0,29.0,37.9,Nashville Predators,@,1.2,1.3,0.9,3.0,3.2,2.4,2.4,14.0,87.14000000000001,37.2,21.2,49.3
7175,Detroit Red Wings,2008-03-22,2,4,1,40.0,100.0,21.0,12.0,52.0,Columbus Blue Jackets,@,1.2,1.4,0.9,3.6,3.5,2.8,2.4,17.34,83.14000000000001,35.0,23.0,43.8
7210,Detroit Red Wings,2008-03-25,2,2,1,20.0,100.0,32.0,18.0,44.8,St. Louis Blues,@,1.2,1.6,1.0,3.4,3.7,2.4,2.2,22.0,93.14000000000001,33.0,21.6,44.019999999999996
7248,Detroit Red Wings,2008-03-28,1,3,4,28.6,83.3,39.0,21.0,45.0,St. Louis Blues,vs,1.6,1.6,1.05,3.6,3.5,2.0,2.1,26.0,93.14000000000001,32.4,19.8,44.160000000000004
7279,Detroit Red Wings,2008-03-30,2,1,0,0.0,100.0,36.0,22.0,51.6,Nashville Predators,vs,1.8,1.5,1.1,3.6,3.4,2.0,2.4,25.060000000000002,89.8,31.0,20.6,44.239999999999995
7319,Detroit Red Wings,2008-04-02,0,2,6,16.7,75.0,28.0,28.0,44.3,Chicago Blackhawks,@,1.8,1.5,1.2,3.2,3.1,1.8,2.1,21.060000000000002,92.66,32.8,20.4,46.260000000000005
7328,Detroit Red Wings,2008-04-03,2,3,2,14.3,83.3,39.0,22.0,43.3,Columbus Blue Jackets,vs,1.4,1.3,1.2,2.4,3.0,2.4,2.6,21.06,91.66,31.2,20.2,47.54
7371,Detroit Red Wings,2008-04-06,2,4,1,40.0,75.0,38.0,28.0,52.7,Chicago Blackhawks,vs,1.4,1.3,1.3,2.2,2.8,2.6,2.5,15.919999999999998,88.32,34.8,22.2,45.8
7390,Detroit Red Wings,2008-10-09,0,2,3,33.3,50.0,37.0,29.0,64.4,Toronto Maple Leafs,vs,1.4,1.5,1.3,2.6,3.1,2.6,2.3,19.919999999999998,83.32,36.0,24.2,47.379999999999995
7425,Detroit Red Wings,2008-10-11,2,3,2,0.0,80.0,41.0,22.0,56.7,Ottawa Senators,@,1.2,1.5,1.3,2.4,3.0,2.4,2.2,20.860000000000003,76.66,35.6,25.8,51.25999999999999
7452,Detroit Red Wings,2008-10-13,2,3,1,33.3,100.0,36.0,28.0,54.4,Carolina Hurricanes,@,1.2,1.5,1.4,2.8,3.0,2.8,2.3,20.860000000000003,72.66,36.6,25.8,52.279999999999994
7484,Detroit Red Wings,2008-10-16,1,3,4,40.0,100.0,35.0,29.0,58.6,Vancouver Canucks,vs,1.6,1.5,1.45,3.0,2.7,1.8,2.1,24.18,77.66,38.2,25.8,54.3
7519,Detroit Red Wings,2008-10-18,2,5,4,33.3,100.0,45.0,32.0,48.2,New York Rangers,vs,1.4,1.4,1.5,3.0,2.6,2.2,2.4,29.32,81.0,37.4,27.2,57.36
7557,Detroit Red Wings,2008-10-22,2,4,3,66.7,60.0,34.0,24.0,51.5,St. Louis Blues,@,1.4,1.4,1.5,3.2,2.9,2.8,2.7,27.979999999999997,86.0,38.8,28.0,56.46
7582,Detroit Red Wings,2008-10-24,2,5,3,25.0,85.7,46.0,33.0,62.3,Atlanta Thrashers,vs,1.8,1.5,1.5,3.6,3.0,2.8,2.6,34.660000000000004,88.0,38.2,27.0,53.879999999999995
7604,Detroit Red Wings,2008-10-25,2,5,5,66.7,75.0,44.0,41.0,52.4,Chicago Blackhawks,@,1.8,1.5,1.5,4.0,3.4,3.0,2.9,39.660000000000004,89.14000000000001,39.2,29.2,55.0
7624,Detroit Red Wings,2008-10-27,2,3,3,20.0,83.3,37.0,19.0,50.0,Los Angeles Kings,@,1.8,1.7,1.5,4.4,3.7,3.8,2.8,46.339999999999996,84.14000000000001,40.8,31.8,54.6
